Transactionid,EMI Amt. (Rs.),Date,LID,Applicant Name,Repayment Type,AMOUNT RECEIVED,CF Amount,AMOUNT TO BE CF,Total Amount Due,STATUS,REMARKS
LOAN0246744323,1004,2021-05-26,#REF!,#REF!,#REF!,"1,004",,0.00,1004,RECEIVED,
LOAN0246844323,879,2021-05-26,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0247044323,703,2021-05-26,#REF!,#REF!,#REF!,703,,0.00,703,RECEIVED,
LOAN0246544326,883,2021-05-26,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0248344326,610,2021-05-26,#REF!,#REF!,#REF!,610,,0.00,610,RECEIVED,
LOAN0248644326,762,2021-05-26,#REF!,#REF!,#REF!,762,,0.00,762,RECEIVED,
LOAN0249044326,762,2021-05-26,#REF!,#REF!,#REF!,762,,0.00,762,RECEIVED,
LOAN0246144326,736,2021-05-26,#REF!,#REF!,#REF!,736,,0.00,736,RECEIVED,
LOAN0246444326,883,2021-05-26,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0220644326,654,2021-05-26,#REF!,#REF!,#REF!,0,,654.00,654,DELAYED,C/F to next Week
LOAN0244344326,1008,2021-05-26,#REF!,#REF!,#REF!,"1,008",,0.00,1008,RECEIVED,
LOAN0248044327,882,2021-05-26,#REF!,#REF!,#REF!,882,,0.00,882,RECEIVED,
LOAN0249144327,525,2021-05-26,#REF!,#REF!,#REF!,525,,0.00,525,RECEIVED,
LOAN0249444327,762,2021-05-26,#REF!,#REF!,#REF!,762,,0.00,762,RECEIVED,
LOAN0245744326,883,2021-05-26,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0248144326,1008,2021-05-26,#REF!,#REF!,#REF!,"1,008",,0.00,1008,RECEIVED,
LOAN0246244326,526,2021-05-26,#REF!,#REF!,#REF!,526,,0.00,526,RECEIVED,
LOAN0248744327,525,2021-05-26,#REF!,#REF!,#REF!,525,,0.00,525,RECEIVED,
LOAN0248844327,1007,2021-05-26,#REF!,#REF!,#REF!,"1,007",,0.00,1007,RECEIVED,
LOAN0249244327,706,2021-05-26,#REF!,#REF!,#REF!,706,,0.00,706,RECEIVED,
LOAN0248944327,706,2021-05-26,#REF!,#REF!,#REF!,706,,0.00,706,RECEIVED,
LOAN0249744328,805,2021-05-26,#REF!,#REF!,#REF!,805,,0.00,805,RECEIVED,
LOAN0248444328,761,2021-05-26,#REF!,#REF!,#REF!,761,,0.00,761,RECEIVED,
LOAN0249944328,705,2021-05-26,#REF!,#REF!,#REF!,705,,0.00,705,RECEIVED,
LOAN0249344328,805,2021-05-26,#REF!,#REF!,#REF!,805,,0.00,805,RECEIVED,
LOAN0250044330,759,2021-05-26,#REF!,#REF!,#REF!,759,,0.00,759,RECEIVED,
LOAN0250144330,879,2021-05-26,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0250344330,803,2021-05-26,#REF!,#REF!,#REF!,803,,0.00,803,RECEIVED,
LOAN0250744330,803,2021-05-26,#REF!,#REF!,#REF!,803,,0.00,803,RECEIVED,
LOAN0250844330,703,2021-05-26,#REF!,#REF!,#REF!,703,,0.00,703,RECEIVED,
LOAN0251044330,815,2021-05-26,#REF!,#REF!,#REF!,815,,0.00,815,RECEIVED,
LOAN0250444331,615,2021-05-26,#REF!,#REF!,#REF!,615,,0.00,615,RECEIVED,
LOAN0250544331,758,2021-05-26,#REF!,#REF!,#REF!,758,,0.00,758,RECEIVED,
LOAN0251144331,758,2021-05-26,#REF!,#REF!,#REF!,758,,0.00,758,RECEIVED,
LOAN0249644330,759,2021-05-26,#REF!,#REF!,#REF!,759,,0.00,759,RECEIVED,
LOAN0250944330,879,2021-05-26,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0241444330,879,2021-05-26,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0250244331,802,2021-05-26,#REF!,#REF!,#REF!,0,,802.00,802,DELAYED,C/F to next Week
LOAP0268544319,2334,2021-05-27,#REF!,#REF!,#REF!,2334,,0.00,2334,RECEIVED,
LOAP0274644310,1836,2021-05-28,#REF!,#REF!,#REF!,1836,,0.00,1836,RECEIVED,
LOAP0281644315,3661,2021-05-28,#REF!,#REF!,#REF!,0,,"3,661.00",3661,DELAYED,C/F Next Month
LOAP0285844320,1730,2021-05-28,#REF!,#REF!,#REF!,1730,,0.00,1730,RECEIVED,
LOAP0289144322,3397,2021-05-28,#REF!,#REF!,#REF!,3397,,0.00,3397,RECEIVED,
LOAP0286544322,2334,2021-05-28,#REF!,#REF!,#REF!,2334,,0.00,2334,RECEIVED,
LOAP0264144307,1140,2021-05-29,#REF!,#REF!,#REF!,0,,"1,140.00",1140,DELAYED,C/F Next Month
LOAP0266444309,1706,2021-05-29,#REF!,#REF!,#REF!,1706,,0.00,1706,RECEIVED,
LOAP0267844309,2807,2021-05-29,#REF!,#REF!,#REF!,2807,,0.00,2807,RECEIVED,
LOAP0271544309,2174,2021-05-29,#REF!,#REF!,#REF!,2174,,0.00,2174,RECEIVED,
LOAP0272044310,3674,2021-05-29,#REF!,#REF!,#REF!,3674,,0.00,3674,RECEIVED,
LOAP0274844310,1929,2021-05-29,#REF!,#REF!,#REF!,1929,,0.00,1929,RECEIVED,
LOAP0262144307,1282,2021-05-29,#REF!,#REF!,#REF!,1282,,0.00,1282,RECEIVED,
LOAP0263244307,1140,2021-05-29,#REF!,#REF!,#REF!,1140,,0.00,1140,RECEIVED,
LOAP0269744313,2557,2021-05-29,#REF!,#REF!,#REF!,2557,,0.00,2557,RECEIVED,
LOAP0279044313,2336,2021-05-29,#REF!,#REF!,#REF!,2336,,0.00,2336,RECEIVED,
LOAP0280044314,2684,2021-05-29,#REF!,#REF!,#REF!,2684,,0.00,2684,RECEIVED,
LOAP0286144320,2800,2021-05-29,#REF!,#REF!,#REF!,2800,,0.00,2800,RECEIVED,
LOAP0287444320,2299,2021-05-29,#REF!,#REF!,#REF!,2299,,0.00,2299,RECEIVED,
LOAP0234344322,849,2021-05-29,#REF!,#REF!,#REF!,849,,0.00,849,RECEIVED,
LOAP0290744323,1277,2021-05-29,#REF!,#REF!,#REF!,1277,,0.00,1277,RECEIVED,
LOAN0236644328,884,2021-05-29,#REF!,#REF!,#REF!,884,,0.00,884,RECEIVED,
LOAP0267944309,1522,2021-05-30,#REF!,#REF!,#REF!,1522,,0.00,1522,RECEIVED,
LOAP0269244309,3680,2021-05-30,#REF!,#REF!,#REF!,3680,,0.00,3680,RECEIVED,
LOAP0270444309,1053,2021-05-30,#REF!,#REF!,#REF!,1053,,0.00,1053,RECEIVED,
LOAP0271144309,1087,2021-05-30,#REF!,#REF!,#REF!,1087,,0.00,1087,RECEIVED,
LOAP0271244309,2408,2021-05-30,#REF!,#REF!,#REF!,2408,,0.00,2408,RECEIVED,
LOAP0260744310,1754,2021-05-30,#REF!,#REF!,#REF!,1754,,0.00,1754,RECEIVED,
LOAP0273044310,2758,2021-05-30,#REF!,#REF!,#REF!,2758,,0.00,2758,RECEIVED,
LOAP0273344310,2673,2021-05-30,#REF!,#REF!,#REF!,2673,,0.00,2673,RECEIVED,
LOAP0273944310,1540,2021-05-30,#REF!,#REF!,#REF!,1540,,0.00,1540,RECEIVED,
LOAP0275644312,2669,2021-05-30,#REF!,#REF!,#REF!,2669,,0.00,2669,RECEIVED,
LOAP0270744312,2562,2021-05-30,#REF!,#REF!,#REF!,2562,,0.00,2562,RECEIVED,
LOAP0278444313,2133,2021-05-30,#REF!,#REF!,#REF!,2133,,0.00,2133,RECEIVED,
LOAP0276844313,1079,2021-05-30,#REF!,#REF!,#REF!,1079,,0.00,1079,RECEIVED,
LOAP0231444314,2336,2021-05-30,#REF!,#REF!,#REF!,2336,,0.00,2336,RECEIVED,
LOAP0280544314,3247,2021-05-30,#REF!,#REF!,#REF!,3247,,0.00,3247,RECEIVED,
LOAP0224644319,3984,2021-05-30,#REF!,#REF!,#REF!,3984,,0.00,3984,RECEIVED,
LOAP0231344319,2369,2021-05-30,#REF!,#REF!,#REF!,2369,,0.00,2369,RECEIVED,
LOAP0247344319,4667,2021-05-30,#REF!,#REF!,#REF!,4667,,0.00,4667,RECEIVED,
LOAP0255644319,4201,2021-05-30,#REF!,#REF!,#REF!,4201,,0.00,4201,RECEIVED,
LOAP0283244319,2805,2021-05-30,#REF!,#REF!,#REF!,2805,,0.00,2805,RECEIVED,
LOAP0283744319,2584,2021-05-30,#REF!,#REF!,#REF!,2584,,0.00,2584,RECEIVED,
LOAP0263144319,1730,2021-05-30,#REF!,#REF!,#REF!,1730,,0.00,1730,RECEIVED,
LOAP0284244319,4667,2021-05-30,#REF!,#REF!,#REF!,4667,,0.00,4667,RECEIVED,
LOAP0284344319,2584,2021-05-30,#REF!,#REF!,#REF!,2584,,0.00,2584,RECEIVED,
LOAP0284544319,4307,2021-05-30,#REF!,#REF!,#REF!,4307,,0.00,4307,RECEIVED,
LOAP0278744320,2130,2021-05-30,#REF!,#REF!,#REF!,2130,,0.00,2130,RECEIVED,
LOAP0286244320,1830,2021-05-30,#REF!,#REF!,#REF!,1830,,0.00,1830,RECEIVED,
LOAP0282844319,4092,2021-05-30,#REF!,#REF!,#REF!,4092,,0.00,4092,RECEIVED,
LOAP0288944322,3267,2021-05-30,#REF!,#REF!,#REF!,3267,,0.00,3267,RECEIVED,
LOAP0289644322,4307,2021-05-30,#REF!,#REF!,#REF!,4307,,0.00,4307,RECEIVED,
LOAP0290144322,2130,2021-05-30,#REF!,#REF!,#REF!,2130,,0.00,2130,RECEIVED,
LOAP0289544322,2554,2021-05-30,#REF!,#REF!,#REF!,2554,,0.00,2554,RECEIVED,
LOAP0253544322,3065,2021-05-30,#REF!,#REF!,#REF!,3065,,0.00,3065,RECEIVED,
LOAP0292644326,2076,2021-05-30,#REF!,#REF!,#REF!,2076,,0.00,2076,RECEIVED,
LOAP0293544326,1132,2021-05-30,#REF!,#REF!,#REF!,1132,,0.00,1132,RECEIVED,
LOAP0264244307,2182,2021-06-01,#REF!,#REF!,#REF!,2182,,0.00,2182,RECEIVED,
LOAP0271444309,3255,2021-06-01,#REF!,#REF!,#REF!,3255,,0.00,3255,RECEIVED,
LOAP0265544309,1605,2021-06-01,#REF!,#REF!,#REF!,1605,,0.00,1605,RECEIVED,
LOAP0265844309,5189,2021-06-01,#REF!,#REF!,#REF!,5189,,0.00,5189,RECEIVED,
LOAP0268244309,2852,2021-06-01,#REF!,#REF!,#REF!,2852,,0.00,2852,RECEIVED,
LOAP0268344309,2960,2021-06-01,#REF!,#REF!,#REF!,2960,,0.00,2960,RECEIVED,
LOAP0269044309,1416,2021-06-01,#REF!,#REF!,#REF!,1416,,0.00,1416,RECEIVED,
LOAP0270344309,2019,2021-06-01,#REF!,#REF!,#REF!,2019,,0.00,2019,RECEIVED,
LOAP0271344309,3210,2021-06-01,#REF!,#REF!,#REF!,3210,,0.00,3210,RECEIVED,
LOAP0265444310,1306,2021-06-01,#REF!,#REF!,#REF!,1306,,0.00,1306,RECEIVED,
LOAP0266944310,1816,2021-06-01,#REF!,#REF!,#REF!,1816,,0.00,1816,RECEIVED,
LOAP0259944310,1929,2021-06-01,#REF!,#REF!,#REF!,1929,,0.00,1929,RECEIVED,
LOAP0272644310,1929,2021-06-01,#REF!,#REF!,#REF!,1929,,0.00,1929,RECEIVED,
LOAP0273844310,2571,2021-06-01,#REF!,#REF!,#REF!,2571,,0.00,2571,RECEIVED,
LOAP0274244310,2168,2021-06-01,#REF!,#REF!,#REF!,2168,,0.00,2168,RECEIVED,
LOAP0274744310,3264,2021-06-01,#REF!,#REF!,#REF!,3264,,0.00,3264,RECEIVED,
LOAP0275144310,2571,2021-06-01,#REF!,#REF!,#REF!,2571,,0.00,2571,RECEIVED,
LOAP0262544307,2182,2021-06-01,#REF!,#REF!,#REF!,2182,,0.00,2182,RECEIVED,
LOAP0266344312,1871,2021-06-01,#REF!,#REF!,#REF!,1871,,0.00,1871,RECEIVED,
LOAP0275844312,2315,2021-06-01,#REF!,#REF!,#REF!,2315,,0.00,2315,RECEIVED,
LOAP0263644312,2673,2021-06-01,#REF!,#REF!,#REF!,2673,,0.00,2673,RECEIVED,
LOAP0277244312,2673,2021-06-01,#REF!,#REF!,#REF!,2673,,0.00,2673,RECEIVED,
LOAP0277344312,2172,2021-06-01,#REF!,#REF!,#REF!,2172,,0.00,2172,RECEIVED,
LOAP0277544312,1754,2021-06-01,#REF!,#REF!,#REF!,1754,,0.00,1754,RECEIVED,
LOAP0262044312,1086,2021-06-01,#REF!,#REF!,#REF!,1086,,0.00,1086,RECEIVED,
LOAP0277944313,3077,2021-06-01,#REF!,#REF!,#REF!,3077,,0.00,3077,RECEIVED,
LOAP0278644313,2170,2021-06-01,#REF!,#REF!,#REF!,2170,,0.00,2170,RECEIVED,
LOAP0272944312,1283,2021-06-01,#REF!,#REF!,#REF!,1283,,0.00,1283,RECEIVED,
LOAP0279844314,1597,2021-06-01,#REF!,#REF!,#REF!,1597,,0.00,1597,RECEIVED,
LOAP0280144314,2700,2021-06-01,#REF!,#REF!,#REF!,2700,,0.00,2700,RECEIVED,
LOAP0280644314,3517,2021-06-01,#REF!,#REF!,#REF!,3517,,0.00,3517,RECEIVED,
LOAP0276744312,2345,2021-06-01,#REF!,#REF!,#REF!,2345,,0.00,2345,RECEIVED,
LOAP0277744314,2311,2021-06-01,#REF!,#REF!,#REF!,2311,,0.00,2311,RECEIVED,
LOAP0281444315,2836,2021-06-01,#REF!,#REF!,#REF!,2836,,0.00,2836,RECEIVED,
LOAP0266244315,2266,2021-06-01,#REF!,#REF!,#REF!,2266,,0.00,2266,RECEIVED,
LOAP0277644314,1334,2021-06-01,#REF!,#REF!,#REF!,1334,,0.00,1334,RECEIVED,
LOAP0281744315,3237,2021-06-01,#REF!,#REF!,#REF!,3237,,0.00,3237,RECEIVED,
LOAP0248744319,2004,2021-06-01,#REF!,#REF!,#REF!,"2,004.00",,0.00,2004,RECEIVED,
LOAP0252644319,3607,2021-06-01,#REF!,#REF!,#REF!,3607,,0.00,3607,RECEIVED,
LOAP0283544319,4307,2021-06-01,#REF!,#REF!,#REF!,4307,,0.00,4307,RECEIVED,
LOAP0284044319,2605,2021-06-01,#REF!,#REF!,#REF!,2605,,0.00,2605,RECEIVED,
LOAP0284444319,3015,2021-06-01,#REF!,#REF!,#REF!,3015,,0.00,3015,RECEIVED,
LOAP0280844319,2692,2021-06-01,#REF!,#REF!,#REF!,2692,,0.00,2692,RECEIVED,
LOAP0284644320,2584,2021-06-01,#REF!,#REF!,#REF!,2584,,0.00,2584,RECEIVED,
LOAP0284844320,2204,2021-06-01,#REF!,#REF!,#REF!,2204,,0.00,2204,RECEIVED,
LOAP0287044320,3406,2021-06-01,#REF!,#REF!,#REF!,3406,,0.00,3406,RECEIVED,
LOAP0287544320,2163,2021-06-01,#REF!,#REF!,#REF!,2163,,0.00,2163,RECEIVED,
LOAP0284144319,3506,2021-06-01,#REF!,#REF!,#REF!,3506,,0.00,3506,RECEIVED,
LOAP0288444322,2004,2021-06-01,#REF!,#REF!,#REF!,2004,,0.00,2004,RECEIVED,
LOAP0288744322,3065,2021-06-01,#REF!,#REF!,#REF!,3065,,0.00,3065,RECEIVED,
LOAP0290644323,4201,2021-06-01,#REF!,#REF!,#REF!,4201,,0.00,4201,RECEIVED,
LOAP0285344322,3607,2021-06-01,#REF!,#REF!,#REF!,3607,,0.00,3607,RECEIVED,
LOAP0286644322,2505,2021-06-01,#REF!,#REF!,#REF!,2505,,0.00,2505,RECEIVED,
LOAP0286344326,2928,2021-06-01,#REF!,#REF!,#REF!,2928,,0.00,2928,RECEIVED,
LOAP0291544326,2334,2021-06-01,#REF!,#REF!,#REF!,2334,,0.00,2334,RECEIVED,
LOAP0292144326,1415,2021-06-01,#REF!,#REF!,#REF!,1415,,0.00,1415,RECEIVED,
LOAP0292744326,3734,2021-06-01,#REF!,#REF!,#REF!,3734,,0.00,3734,RECEIVED,
LOAP0291144326,2046,2021-06-01,#REF!,#REF!,#REF!,2046,,0.00,2046,RECEIVED,
LOAP0150344327,2130,2021-06-01,#REF!,#REF!,#REF!,2130,,0.00,2130,RECEIVED,
LOAP0202844327,3015,2021-06-01,#REF!,#REF!,#REF!,3015,,0.00,3015,RECEIVED,
LOAP0293644327,2830,2021-06-01,#REF!,#REF!,#REF!,2830,,0.00,2830,RECEIVED,
LOAP0192344327,2427,2021-06-01,#REF!,#REF!,#REF!,2427,,0.00,2427,RECEIVED,
LOAN0228644306,1090,2021-06-02,#REF!,#REF!,#REF!,"1,090",,0.00,1090,RECEIVED,
LOAP0265744309,3520,2021-06-02,#REF!,#REF!,#REF!,3520,,0.00,3520,RECEIVED,
LOAN0229144310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419,RECEIVED,
LOAN0229244310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419,RECEIVED,
LOAN0229344310,299,2021-06-02,#REF!,#REF!,#REF!,0,299.00,598.00,598.00,DELAYED,C/F NEXT WEEK
LOAN0229444310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0230244310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0230644310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0230744310,299,2021-06-02,#REF!,#REF!,#REF!,299,,0.00,299.00,RECEIVED,
LOAN0230844310,299,2021-06-02,#REF!,#REF!,#REF!,299,,0.00,299.00,RECEIVED,
LOAN0231144310,299,2021-06-02,#REF!,#REF!,#REF!,299,,0.00,299.00,RECEIVED,
LOAN0231344310,419,2021-06-02,#REF!,#REF!,#REF!,419,419.00,419.00,838.00,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0231444310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0231744310,299,2021-06-02,#REF!,#REF!,#REF!,299,,0.00,299.00,RECEIVED,
LOAN0231844310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0232044310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0232644310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0232744310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419.00,RECEIVED,
LOAN0233044310,299,2021-06-02,#REF!,#REF!,#REF!,299,,0.00,299.00,RECEIVED,
LOAN0233144310,419,2021-06-02,#REF!,#REF!,#REF!,419,419.00,419.00,838.00,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0234044310,299,2021-06-02,#REF!,#REF!,#REF!,299,,0.00,299,RECEIVED,
LOAN0234344310,299,2021-06-02,#REF!,#REF!,#REF!,299,299,299.00,598,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0235144310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419,RECEIVED,
LOAN0235344310,419,2021-06-02,#REF!,#REF!,#REF!,419,,0.00,419,RECEIVED,
LOAN0234144310,299,2021-06-02,#REF!,#REF!,#REF!,299,,0.00,299,RECEIVED,
LOAN0229044313,421,2021-06-02,#REF!,#REF!,#REF!,421,,0.00,421,RECEIVED,
LOAN0235244313,301,2021-06-02,#REF!,#REF!,#REF!,301,301,301.00,602,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0234844313,421,2021-06-02,#REF!,#REF!,#REF!,421,421,421.00,842,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0234944313,301,2021-06-02,#REF!,#REF!,#REF!,301,,0.00,301,RECEIVED,
LOAN0235644314,881,2021-06-02,#REF!,#REF!,#REF!,881,881,881.00,1762,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0235744314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0236344314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0237844314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0238544314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0238944314,881,2021-06-02,#REF!,#REF!,#REF!,0,881,"1,762.00",1762,DELAYED,C/F NEXT WEEK
LOAN0239644314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0239744314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0240144314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0236044314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0236744314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0236944314,881,2021-06-02,#REF!,#REF!,#REF!,881,881,881.00,1762,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0232344313,301,2021-06-02,#REF!,#REF!,#REF!,301,,0.00,301,RECEIVED,
LOAN0237444314,881,2021-06-02,#REF!,#REF!,#REF!,881,,0.00,881,RECEIVED,
LOAN0237644316,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0239944316,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0240044316,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0240244316,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0237344316,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0231044316,615,2021-06-02,#REF!,#REF!,#REF!,615,,0.00,615,RECEIVED,
LOAN0241944316,879,2021-06-02,#REF!,#REF!,#REF!,879,879,879.00,1758,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAP0283944319,3106,2021-06-02,#REF!,#REF!,#REF!,3106,,0.00,3106,RECEIVED,
LOAN0237744319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0238044319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0238344319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0237144319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0234744319,421,2021-06-02,#REF!,#REF!,#REF!,421,,0.00,421,RECEIVED,
LOAN0241244319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0241544319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0241744319,582,2021-06-02,#REF!,#REF!,#REF!,582,,0.00,582,RECEIVED,
LOAN0242244319,883,2021-06-02,#REF!,#REF!,#REF!,883,883,883.00,1766,PARTIALLY RECIEVED,C/F NEXT WEEK
LOAN0244844320,1007,2021-06-02,#REF!,#REF!,#REF!,"1,007",,0.00,1007,RECEIVED,
LOAN0245144320,1007,2021-06-02,#REF!,#REF!,#REF!,"1,007",,0.00,1007,RECEIVED,
LOAN0245644320,1007,2021-06-02,#REF!,#REF!,#REF!,"1,007",,0.00,1007,RECEIVED,
LOAN0239444319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0240444319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0240544319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0238744319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0233444319,526,2021-06-02,#REF!,#REF!,#REF!,526,,0.00,526,RECEIVED,
LOAN0240844319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0242444319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0242544319,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0233244319,421,2021-06-02,#REF!,#REF!,#REF!,421,,0.00,421,RECEIVED,
LOAN0244144320,931,2021-06-02,#REF!,#REF!,#REF!,931,,0.00,931,RECEIVED,
LOAN0244544320,582,2021-06-02,#REF!,#REF!,#REF!,582,,0.00,582,RECEIVED,
LOAP0251644322,2154,2021-06-02,#REF!,#REF!,#REF!,2154,,0.00,2154,RECEIVED,
LOAN0236544322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0238244322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0242844322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0241144322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0241844322,580,2021-06-02,#REF!,#REF!,#REF!,580,,0.00,580,RECEIVED,
LOAN0242044322,616,2021-06-02,#REF!,#REF!,#REF!,0,616,"1,232.00",1232,DELAYED,C/F NEXT WEEK
LOAN0242644322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0242744322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0243644322,580,2021-06-02,#REF!,#REF!,#REF!,0,,580.00,580,RECEIVED,
LOAN0244044322,580,2021-06-02,#REF!,#REF!,#REF!,580,1160,"1,160.00",1740,DELAYED,C/F NEXT WEEK
LOAN0244244322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0244444322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0245344322,580,2021-06-02,#REF!,#REF!,#REF!,580,,0.00,580,RECEIVED,
LOAN0247644322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0247744322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0245844322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAN0246944322,880,2021-06-02,#REF!,#REF!,#REF!,0,,880.00,880,DELAYED,C/F NEXT WEEK
LOAN0247344322,880,2021-06-02,#REF!,#REF!,#REF!,880,,0.00,880,RECEIVED,
LOAP0291044323,2004,2021-06-02,#REF!,#REF!,#REF!,2004,,0.00,2004,RECEIVED,
LOAN0235944323,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0239144323,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0242944323,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0245944323,1004,2021-06-02,#REF!,#REF!,#REF!,"1,004",,0.00,1004,RECEIVED,
LOAN0246344323,524,2021-06-02,#REF!,#REF!,#REF!,524,,0.00,524,RECEIVED,
LOAN0246644323,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0246744323,1004,2021-06-02,#REF!,#REF!,#REF!,"1,004",,0.00,1004,RECEIVED,
LOAN0246844323,879,2021-06-02,#REF!,#REF!,#REF!,879,,0.00,879,RECEIVED,
LOAN0247044323,703,2021-06-02,#REF!,#REF!,#REF!,703,,0.00,703,RECEIVED,
LOAN0246544326,883,2021-06-02,#REF!,#REF!,#REF!,883,,0.00,883,RECEIVED,
LOAN0248344326,610,2021-06-02,#REF!,#REF!,#REF!,610,,0.00,610,RECEIVED,
LOAN0248644326,762,2021-06-02,#REF!,#REF!,#REF!,762,,0.00,762,RECEIVED,
